key,full name
许琦,许琦(Xu Qi)
吴桂林,吴桂林(Wu Guilin)
阎序忠,阎序忠(Yan Xuzhong)
唐力,唐力(Tang Li)
翁阿奎,翁阿奎(Weng Akui)
万河,万河(Wan He)
王春英,王春英(Wang Chunying)
余莹,余莹(Yu Ying)
林玉花,林玉花(Lin Yuhua)
杨振清,杨振清(Yang Zhenqing)
邓清华,邓清华(Deng Qinghua)
薛传纲,薛传纲(Xue Chuangang)
白虹,白虹(Bai Hong)
黄一清,黄一清(Huang Yiqing)
谷家栋,谷家栋(Gu Jiadong)
杨威,杨威(Yang Wei)
杨振淮,杨振淮(Yang Zhenhuai)
石天,石天(Shi Tian)
陈泓,陈泓(Chen Hong)
东北评剧团乐队,东北评剧团乐队(Northeast Pingju Troupe Orchestra)
陈少华,陈少华(Chen Shaohua)
刘玉田,刘玉田(Liu Yutian)
吴洪侠,吴洪侠(Wu Hongxia)
任宏谋,任宏谋(Ren Hongmou)
于明志,于明志(Yu Mingzhi)
赵义庭,赵义庭(Zhao Yiting)
筱湘麟,筱湘麟(Xiao Xianglin)
常耕民,常耕民(Chang Gengmin)
杜宇,杜宇(Du Yu)
张嫌,张嫌(Zhang Xian)
黄延恩,黄延恩(Huang Yanen)
陈洁,陈洁(Chen Jie)
党同义,党同义(Dang Tongyi)
李峰元,李峰元(Li Fengyuan)
上海市嘉定县锡剧团小分队,上海市嘉定县锡剧团小分队(Shanghai Jiading Xi Opera Troupe Squad)
杨齐明,杨齐明(Yang Qiming)
肖若兰,肖若兰(Xiao Ruolan)
海鹏,海鹏(Hai Peng)
宋保义,宋保义(Song Baoyi)
章纯,章纯(Zhang Chun)
何权达,何权达(He Quanda)
吴保安,吴保安(Wu Baoan)
徐云龙,徐云龙(Xu Yunlong)
杜宣,杜宣(Du Xuan)
马永华,马永华(Ma Yonghua)
杜家,杜家(Du Jia)
李玲修,李玲修(Li Lingxiu)
孙逊,孙逊(Sun Xun)
于开章,于开章(Yu Kaizhang)
李乾元,李乾元(Li Qianyuan)
张立棠,张立棠(Zhang Litang)
顾梵,顾梵(Gu Fan)
保琪,保琪(Bao Qi)
维尔斯,维尔斯(Wei Ersi)
燕霞,燕霞(Yan Xia)
马连良,马连良(Ma Lianliang)
张保宣,张保宣(Zhang Baoxuan)
陈文渊,陈文渊(Chen Wenyuan)
吴涛,吴涛(Wu Tao)
杜宾,杜宾(Du Bin)
何剑飞,何剑飞(He Jianfei)
周来,周来(Zhou Lai)
陈浚,陈浚(Chen Jun)
屈鸿超,屈鸿超(Qu Hongchao)
中央实验歌剧院舞蹈团,中央实验歌剧院舞蹈团(Central Experimental Opera House Dance Troupe)
杨小乔,杨小乔(Yang Xiaoqiao)
周杰,周杰(Zhou Jie)
庞春发,庞春发(Pang Chunfa)
宋桂岚,宋桂岚(Song Guilan)
甘肃省甘南藏族自治州歌舞剧团,甘肃省甘南藏族自治州歌舞剧团(Gannan Tibetan Autonomous Prefecture Song and Dance Troupe of Gansu Province)
高志艺,高志艺(Gao Zhiyi)
郭华,郭华(Guo Hua)
高新贞,高新贞(Gao Xinzhen)
管林,管林(Guan Lin)
戴维峙,戴维峙(Dai Weizhi)
何庚年,何庚年(He Gengnian)
毕克,毕克(Bi Ke)
刘茂堂,刘茂堂(Liu Maotang)
郑治国,郑治国(Zheng Zhiguo)
罗璇,罗璇(Luo Xuan)
黄晶,黄晶(Huang Jing)
张敬舜,张敬舜(Zhang Jingshun)
姚璇秋,姚璇秋(Yao Xuanqiu)
浙江昆苏剧团音乐组,浙江昆苏剧团音乐组(Zhejiang Kunsu Troupe Music Group)
毅华,毅华(Yi Hua)
蚁锡森,蚁锡森(Yi Xisen)
贾多才,贾多才(Jia Duocai)
戚秋鸣,戚秋鸣(Qi Qiuming)
毕兴,毕兴(Bi Xing)
周凤山,周凤山(Zhou Fengshan)
童玉亭,童玉亭(Tong Yuting)
迟习道,迟习道(Chi Xidao)
黄晨,黄晨(Huang Chen)
范丽娜,范丽娜(Fan Lina)
马洛,马洛(Ma Luo)
乐一生,乐一生(Le Yisheng)
金砂,金砂(Jin Sha)
杨继陶,杨继陶(Yang Jitao)
谈素兰,谈素兰(Tan Sulan)
秦咏诚,秦咏诚(Qin Yongcheng)
王民伟,王民伟(Wang Minwei)
文铭,文铭(Wen Ming)
海默,海默(Hai Mo)
宁喜萍,宁喜萍(Ning Xiping)
蒋正勤,蒋正勤(Jiang Zhengqin)
鲁彦周,鲁彦周(Lu Yanzhou)
张昌源,张昌源(Zhang Changyuan)
孟远,孟远(Meng Yuan)
张文纲,张文纲(Zhang Wengang)
江上鸥,江上鸥(Jiang Shangou)
陈惠芳,陈惠芳(Chen Huifang)
李云鉴,李云鉴(Li Yunjian)
危美玲,危美玲(Wei Meiling)
李振华,李振华(Li Zhenhua)
陈葆祥,陈葆祥(Chen Baoxiang)
中国评剧院,中国评剧院(China Ping Theater)
张宁,张宁(Zhang Ning)
欧阳琴,欧阳琴(Ou Yangqin)
钟静文,钟静文(Zhong Jingwen)
沈克强,沈克强(Shen Keqiang)
吴联翔,吴联翔(Wu Lianxiang)
竺水招,竺水招(Zhu Shuizhao)
徐一,徐一(Xu Yi)
张宪,张宪(Zhang Xian)
魏兰芳,魏兰芳(Wei Lanfang)
张客,张客(Zhang Ke)
吴立民,吴立民(Wu Limin)
谦伯然,谦伯然(Qian Boran)
李鸣,李鸣(Li Ming)
方伯,方伯(Fang Bo)
江西省赣剧院,江西省赣剧院(Gan Theater of Jiangxi Province)
丹枫,丹枫(Dan Feng)
陈学洁,陈学洁(Chen Xuejie)
徐严,徐严(Xu Yan)
徐为,徐为(Xu Wei)
徐丹,徐丹(Xu Dan)
范正刚,范正刚(Fan Zhenggang)
崔鬼,崔鬼(Cui Gui)
乔传荣,乔传荣(Qiao Chuanrong)
潘文展,潘文展(Pan Wenzhan)
陈张秀,陈张秀(Chen Zhangxiu)
李有存,李有存(Li Youcun)
车吉林,车吉林(Che Jilin)
上海合唱团,上海合唱团(Shanghai Chorus)
任道,任道(Ren Dao)
艾美君,艾美君(Ai Meijun)
白敬中,白敬中(Bai Jingzhong)
施尧一,施尧一(Shi Yaoyi)
茅茸,茅茸(Mao Rong)
刘永骥,刘永骥(Liu Yongji)
颜冷宾,颜冷宾(Yan Lengbin)
屠正屏,屠正屏(Tu Zhengping)
杨占魁,杨占魁(Yang Zhankui)
江苏省锡剧团,江苏省锡剧团(Jiangsu Tin Opera Troupe)
徐宛之,徐宛之(Xu Wanzhi)
盛龙慧,盛龙慧(Sheng Longhui)
郭文路,郭文路(Guo Wenlu)
朱丹西,朱丹西(Zhu Danxi)
张志澄,张志澄(Zhang Zhicheng)
徐恩祥,徐恩祥(Xu Enxiang)
刘伯弘,刘伯弘(Liu Bohong)
窦立如,窦立如(Dou Liru)
刘春霖,刘春霖(Liu Chunlin)
李干,李干(Li Gan)
汲永源,汲永源(Ji Yongyuan)
张晓晖,张晓晖(Zhang Xiaohui)
陈巨彬,陈巨彬(Chen Jubin)
曹厚生,曹厚生(Cao Housheng)
全如玢,全如玢(Quan Rubin)
徐建新,徐建新(Xu Jianxin)
王承真,王承真(Wang Chengzhen)
放平,放平(Fang Ping)
王嘉祥,王嘉祥(Wang Jiaxiang)
陈怀平,陈怀平(Chen Huaiping)
方辉,方辉(Fang Hui)
彭勃,彭勃(Peng Bo)
李广,李广(Li Guang)
山西省,山西省(Shan Xisheng)
吴碧波,吴碧波(Wu Bibo)
高仲伟,高仲伟(Gao Zhongwei)
王书斌,王书斌(Wang Shubin)
张尧,张尧(Zhang Yao)
姜翠兰,姜翠兰(Jiang Cuilan)
葛梅强,葛梅强(Ge Meiqiang)
孙定微,孙定微(Sun Dingwei)
吕瑞明,吕瑞明(Lv Ruiming)
刘碧堂,刘碧堂(Liu Bitang)
黎明,黎明(Li Ming)
陈文玲,陈文玲(Chen Wenling)
沈冰凝,沈冰凝(Shen Bingning)
梁笑洲,梁笑洲(Liang Xiaozhou)
上海人民广播电台广播乐团,上海人民广播电台广播乐团(Shanghai People's Broadcasting Station Radio Orchestra)
寇鸿烈,寇鸿烈(Kou Honglie)
范莱,范莱(Fan Lai)
东海舰307舰,东海舰307舰(East China Sea Ship 307)
薛年根,薛年根(Xue Niangen)
朱明明,朱明明(Zhu Mingming)
袁文殊,袁文殊(Yuan Wenshu)
于炳坤,于炳坤(Yu Bingkun)
周广钰,周广钰(Zhou Guangyu)
杨秋玲,杨秋玲(Yang Qiuling)
张展,张展(Zhang Zhan)
黄杰,黄杰(Huang Jie)
邵庆祥,邵庆祥(Shao Qingxiang)
赵文发,赵文发(Zhao Wenfa)
库尔班,库尔班(Ku Erban)
苏勒丹,苏勒丹(Su Ledan)
刘式焜,刘式焜(Liu Shikun)
马德山,马德山(Ma Deshan)
李黎,李黎(Li Li)
刘雪涛,刘雪涛(Liu Xuetao)
谭世秀,谭世秀(Tan Shixiu)
齐春祥,齐春祥(Qi Chunxiang)
唐周,唐周(Tang Zhou)
岳枫,岳枫(Yue Feng)
郭居海,郭居海(Guo Juhai)
罗毅之,罗毅之(Luo Yizhi)
甘肃省武威专区人民歌舞剧团-王坤,甘肃省武威专区人民歌舞剧团-王坤(People's Dancing Troupe of Gansu Wuwei represented by Wang Kun)
王亚彪,王亚彪(Wang Yabiao)
田炜,田炜(Tian Wei)
王梦石,王梦石(Wang Mengshi)
鞠蔚,鞠蔚(Ju Yu)
安保国,安保国(An Baoguo)
梁廷铎,梁廷铎(Liang Tingduo)
张鲁,张鲁(Zhang Lu)
赵联,赵联(Zhao Lian)
肖伶,肖伶(Xiao Ling)
施锡来,施锡来(Shi Xilai)
张岚,张岚(Zhang Lan)
徐小红,徐小红(Xu Xiaohong)
孙美蓉,孙美蓉(Sun Meirong)
新疆维吾尔自治区歌舞团乐队,新疆维吾尔自治区歌舞团乐队(Xinjiang Uygur Autonomous Region Song and Dance Troupe Band)
夏家珍,夏家珍(Xia Jiazhen)
吴漾,吴漾(Wu Yang)
筱水招,筱水招(Xiao Shuizhao)
李康尔,李康尔(Li Kanger)
罗大伟,罗大伟(Luo Dawei)
薛珑,薛珑(Xue Long)
庞春华,庞春华(Pang Chunhua)
马尔路,马尔路(Ma Erlu)
王忠蝉,王忠蝉(Wang Zhongchan)
彭华,彭华(Peng Hua)
耿在春,耿在春(Geng Zaichun)
周森冠,周森冠(Zhou Senguan)
张福兰,张福兰(Zhang Fulan)
景慕速,景慕速(Jing Musu)
东影乐队,东影乐队(Dongying Band)
田烈,田烈(Tian Lie)
邱雨生,邱雨生(Qiu Yusheng)
张岱,张岱(Zhang Dai)
周谅量,周谅量(Zhou Liangliang)
景慕逵,景慕逵(Jing Mukui)
王兆诚,王兆诚(Wang Zhaocheng)
冯桂庭,冯桂庭(Feng Guiting)
唐金林,唐金林(Tang Jinlin)
刘世翔,刘世翔(Liu Shixiang)
土呼提·肉孜,土呼提·肉孜(Tuhuti Rozi (Uyghur))
宋词,宋词(Song Ci)
王提,王提(Wang Ti)
袁立风,袁立风(Yuan Lifeng)
张福全,张福全(Zhang Fuquan)
刘炽,刘炽(Liu Chi)
伍伦,伍伦(Wu Lun)
刘匡捷,刘匡捷(Liu Kuangjie)
李景波,李景波(Li Jingbo)
屈武田,屈武田(Qu Wutian)
李倩影,李倩影(Li Qianying)
田烽,田烽(Tian Feng)
方绪智,方绪智(Fang Xuzhi)
席与明,席与明(Xi Yuming)
戴维宇,戴维宇(Dai Weiyu)
霍均,霍均(Huo Jun)
辛玉兰,辛玉兰(Xin Yulan)
李齐,李齐(Li Qi)
张景成,张景成(Zhang Jingcheng)
陆琼玉,陆琼玉(Lu Qiongyu)
李彦,李彦(Li Yan)
黄添和,黄添和(Huang Tianhe)
宋传有,宋传有(Song Chuanyou)
荣磊,荣磊(Rong Lei)
黄兆义,黄兆义(Huang Zhaoyi)
冯桂廷,冯桂廷(Feng Guiting)
乌里亚特,乌里亚特(Uriat (Uyghur))
胡书锷,胡书锷(Hu Shue)
应云卫,应云卫(Ying Yunwei)
范思湘,范思湘(Fan Sixiang)
吟迪尔·库特鲁克,吟迪尔·库特鲁克(Indir Kutruk (Uyghur))
潘千里,潘千里(Pan Qianli)
李影,李影(Li Ying)
夏天,夏天(Xia Tian)
蒋锐,蒋锐(Jiang Rui)
郑希志,郑希志(Zheng Xizhi)
丁玉兰,丁玉兰(Ding Yulan)
陈淡然,陈淡然(Chen Danran)
米·沙特洛夫(苏联),米·沙特洛夫(苏联)(Mikhail Shatrov (USSR) (Russian))
中国木偶艺术剧团,中国木偶艺术剧团(Chinese Puppet Art Troupe)
刘昆山,刘昆山(Liu Kunshan)
毕泽普,毕泽普(Bi Zepu)
尤索夫,尤索夫(You Suofu)
李启昌,李启昌(Li Qichang)
黄谷柳,黄谷柳(Huang Guliu)
仲永清,仲永清(Zhong Yongqing)
罗雄岩,罗雄岩(Luo Xiongyan)
左哈拉,左哈拉(Zuo Hala)
李雨农,李雨农(Li Yunong)
刘然,刘然(Liu Ran)
王守全,王守全(Wang Shouquan)
蔡正常,蔡正常(Cai Zhengchang)
陈铿然,陈铿然(Chen Kengran)
李士华,李士华(Li Shihua)
张韵斌,张韵斌(Zhang Yunbin)
王爱勤,王爱勤(Wang Aiqin)
张漠青,张漠青(Zhang Moqing)
徐达,徐达(Xu Da)
舒戈,舒戈(Shu Ge)
薛万春,薛万春(Xue Wanchun)
胡振和,胡振和(Hu Zhenhe)
金科,金科(Jin Ke)
刘玉秋,刘玉秋(Liu Yuqiu)
江芳,江芳(Jiang Fang)
金肇渠,金肇渠(Jin Zhaoqu)
栾凤桐,栾凤桐(Luan Fengtong)
梁耀坤,梁耀坤(Liang Yaokun)
阿炎,阿炎(A Yan)
周志清,周志清(Zhou Zhiqing)
王松平,王松平(Wang Songping)
王惠民,王惠民(Wang Huimin)
徐进,徐进(Xu Jin)
于鼎,于鼎(Yu Ding)
刘世芳,刘世芳(Liu Shifang)
季光,季光(Ji Guang)
广州乐团,广州乐团(Guangzhou Orchestra)
临猗县郿鄠剧团,临猗县郿鄠剧团(Linyi County Meihu Theater Troupe)
曹蓉芳,曹蓉芳(Cao Rongfang)
陈澈,陈澈(Chen Che)
曹樱,曹樱(Cao Ying)
张慕芹,张慕芹(Zhang Muqin)
夏如,夏如(Xia Ru)
郑亦秋,郑亦秋(Zheng Yiqiu)
弓弢,弓弢(Gong Tao)
成艺,成艺(Cheng Yi)
任正春,任正春(Ren Zhengchun)
杜鹃,杜鹃(Du Juan)
李念,李念(Li Nian)
宋德望,宋德望(Song Dewang)
陈文炎,陈文炎(Chen Wenyan)
吕班,吕班(Lv Ban)
姚美文,姚美文(Yao Meiwen)
洛水,洛水(Luo Shui)
段保新,段保新(Duan Baoxin)
黄二彭,黄二彭(Huang Erpeng)
武愚,武愚(Wu Yu)
王秉林,王秉林(Wang Binglin)
杜鹏,杜鹏(Du Peng)
李怀,李怀(Li Huai)
韩忠良,韩忠良(Han Zhongliang)
陈荣卿,陈荣卿(Chen Rongqing)
朱少希,朱少希(Zhu Shaoxi)
张秀云,张秀云(Zhang Xiuyun)
高扬,高扬(Gao Yang)
冀萍,冀萍(Ji Ping)
陈濠,陈濠(Chen Hao)
长春市评剧团乐队,长春市评剧团乐队(Changchun Pingju Troupe Orchestra)
范石人,范石人(Fan Shiren)
胡纯美,胡纯美(Hu Chunmei)
谭光友,谭光友(Tan Guangyou)
汪韵芝,汪韵芝(Wang Yunzhi)
李建国,李建国(Li Jianguo)
廖有梁,廖有梁(Liao Youliang)
方丽丽,方丽丽(Fang Lili)
吴丽华,吴丽华(Wu Lihua)
周杰英,周杰英(Zhou Jieying)
徐承章,徐承章(Xu Chengzhang)
马天文,马天文(Ma Tianwen)
苏联文化部电影局管弦乐团,苏联文化部电影局管弦乐团(Orchestra of the Soviet Culture and Film Bureau)
筱玉芳,筱玉芳(Xiao Yufang)
方元,方元(Fang Yuan)
罗真,罗真(Luo Zhen)
田燕,田燕(Tian Yan)
秦国良,秦国良(Qin Guoliang)
蔡淑卿,蔡淑卿(Cai Shuqing)
林静,林静(Lin Jing)
郑州市曲剧团,郑州市曲剧团(Zhengzhou Opera Troupe)
赵国发,赵国发(Zhao Guofa)
赵士基,赵士基(Zhao Shiji)
金瑞林,金瑞林(Jin Ruilin)
中国人民解放军总政治部文工团歌剧团,中国人民解放军总政治部文工团歌剧团(The Art Troupe and Opera Troupe of the General Political Department of the Chinese People's Liberation Army)
吴美娥,吴美娥(Wu Meie)
高时英,高时英(Gao Shiying)
桑自修,桑自修(Sang Zixiu)
李路林,李路林(Li Lulin)
予恕,予恕(Yu Shu)
金慧珠,金慧珠(Jin Huizhu)
韩中杰,韩中杰(Han Zhongjie)
蔡佩蒙,蔡佩蒙(Cai Peimeng)
北京科影动画组,北京科影动画组(Beijing Keying Animation Group)
林福贞,林福贞(Lin Fuzhen)
崔嵬,崔嵬(Cui Wei)
刘德恒,刘德恒(Liu Deheng)
陈荣华,陈荣华(Chen Ronghua)
赵钱孙,赵钱孙(Zhao Qiansun)
龙佃,龙佃(Long Dian)
哈子刚,哈子刚(Ha Zigang)
杨肇文,杨肇文(Yang Zhaowen)
李振铎,李振铎(Li Zhenduo)
石鲁,石鲁(Shi Lu)
罗金甫,罗金甫(Luo Jinfu)
杨雅琴,杨雅琴(Yang Yaqin)
董庆祁,董庆祁(Dong Qingqi)
北京市京西矿务局门头沟煤矿职工业余文艺组,北京市京西矿务局门头沟煤矿职工业余文艺组(Mentougou Coal Mine Staff Amateur Art Group of Beijing Jingxi Mining Bureau)
长影乐团民族乐队,长影乐团民族乐队(Changying Orchestra National Orchestra)
陈述义,陈述义(Chen Shuyi)
布里加,布里加(Bu Lijia)
马玉玲,马玉玲(Ma Yuling)
李焕星,李焕星(Li Huanxing)
蓝谷,蓝谷(Lan Gu)
止戈,止戈(Zhi Ge)
牛耕夫,牛耕夫(Niu Gengfu)
刘宝德,刘宝德(Liu Baode)
张帆,张帆(Zhang Fan)
路亚东,路亚东(Lu Yadong)
夏存芳,夏存芳(Xia Cunfang)
秦怡,秦怡(Qin Yi)
梁延靖,梁延靖(Liang Yanjing)
赵振威,赵振威(Zhao Zhenwei)
李小燕,李小燕(Li Xiaoyan)
潘文麟,潘文麟(Pan Wenlin)
鲁潍,鲁潍(Lu Wei)
姜应宗,姜应宗(Jiang Yingzong)
冯金堂,冯金堂(Feng Jintang)
唐盛河,唐盛河(Tang Shenghe)
江莉,江莉(Jiang Li)
石岚,石岚(Shi Lan)
彭子实,彭子实(Peng Zishi)
徐燕鸣,徐燕鸣(Xu Yanming)
孙贵忠,孙贵忠(Sun Guizhong)
彭永辉,彭永辉(Peng Yonghui)
王华轶,王华轶(Wang Huayi)
卢丽明,卢丽明(Lu Liming)
张鸿,张鸿(Zhang Hong)
仙游县鲤声剧团乐队,仙游县鲤声剧团乐队(Xianyou County Lisheng Troupe Orchestra)
温祥林,温祥林(Wen Xianglin)
石岩,石岩(Shi Yan)
王伯伦,王伯伦(Wang Bolun)
钱国民,钱国民(Qian Guomin)
程克林,程克林(Cheng Kelin)
崔福臣,崔福臣(Cui Fuchen)
庄焰,庄焰(Zhuang Yan)
王玉梅,王玉梅(Wang Yumei)
王敏,王敏(Wang Min)
弓志,弓志(Gong Zhi)
武玉笑,武玉笑(Wu Yuxiao)
吕宪昌,吕宪昌(Lv Xianchang)
孙永平,孙永平(Sun Yongping)
王兆义,王兆义(Wang Zhaoyi)
素里唐·马木提,素里唐·马木提(Suridang Mahmuti (Uyghur))
苏河清,苏河清(Su Heqing)
雷秉泰,雷秉泰(Lei Bingtai)
吐拉尔,吐拉尔(Tu Laer)
方里,方里(Fang Li)
丛深,丛深(Cong Shen)
任旭东,任旭东(Ren Xudong)
陆奇生,陆奇生(Lu Qisheng)
周曼伟,周曼伟(Zhou Manwei)
张国良,张国良(Zhang Guoliang)
姜淑英,姜淑英(Jiang Shuying)
董鸿翼,董鸿翼(Dong Hongyi)
曹欣,曹欣(Cao Xin)
于思,于思(Yu Si)
童景文,童景文(Tong Jingwen)
王美玉,王美玉(Wang Meiyu)
束黄,束黄(Shu Huang)
魏铎,魏铎(Wei Duo)
刘致祥,刘致祥(Liu Zhixiang)
全巧民,全巧民(Quan Qiaomin)
胡振华,胡振华(Hu Zhenhua)
石峰,石峰(Shi Feng)
成荫,成荫(Cheng Yin)
张平,张平(Zhang Ping)
颜桦,颜桦(Yan Hua)
曾希忠,曾希忠(Ceng Xizhong)
丁然,丁然(Ding Ran)
刘雅琴,刘雅琴(Liu Yaqin)
徐广生,徐广生(Xu Guangsheng)
张利音,张利音(Zhang Liyin)
邓少荫,邓少荫(Deng Shaoyin)
王斑,王斑(Wang Ban)
王伟光,王伟光(Wang Weiguang)
王斌,王斌(Wang Bin)
徐风文,徐风文(Xu Fengwen)
董志远,董志远(Dong Zhiyuan)
毕钰,毕钰(Bi Yu)
李幼春,李幼春(Li Youchun)
四川省温江专区农村文化工作队,四川省温江专区农村文化工作队(Rural Cultural Work Team of Wenjiang Special Area of Sichuan Province)
王纯仁,王纯仁(Wang Chunren)
福建省闽剧代表队,福建省闽剧代表队(Fujian Fujian Opera Team)
张宝珍,张宝珍(Zhang Baozhen)
何惠如,何惠如(He Huiru)
姜祖麟,姜祖麟(Jiang Zulin)
张小昆,张小昆(Zhang Xiaokun)
郑君里,郑君里(Zheng Junli)
邓格誊,邓格誊(Deng Geteng)
林尊鼎,林尊鼎(Lin Zunding)
夏佩珍,夏佩珍(Xia Peizhen)
李浣青,李浣青(Li Huanqing)
赵吟涛,赵吟涛(Zhao Yintao)
吴永烈,吴永烈(Wu Yonglie)
戴金和,戴金和(Dai Jinhe)
吴国英,吴国英(Wu Guoying)
宋又声,宋又声(Song Yousheng)
陈惠良,陈惠良(Chen Huiliang)
张兆瑞,张兆瑞(Zhang Zhaorui)
王月武,王月武(Wang Yuewu)
黄不灭,黄不灭(Huang Bumie)
欧阳谦叔,欧阳谦叔(Uncle Ouyang Qian)
舜才,舜才(Shun Cai)
道洛霍夫,道洛霍夫(Dolokhov (Russian; src))
杨小仲,杨小仲(Yang Xiaozhong)
贺守文,贺守文(He Shouwen)
俞仲英,俞仲英(Yu Zhongying)
杜征,杜征(Du Zheng)
郑宝森,郑宝森(Zheng Baosen)
路珊,路珊(Lu Shan)
张竹林,张竹林(Zhang Zhulin)
朱傅茗,朱傅茗(Zhu Fuming)
巴亚洪,巴亚洪(Ba Yahong)
李四野,李四野(Li Siye)
白乐安,白乐安(Bai Lean)
周如燕,周如燕(Zhou Ruyan)
郑大畏,郑大畏(Zheng Dawei)
曹韻清,曹韻清(Cao Yunqing)
巴立华,巴立华(Ba Lihua)
柳和清,柳和清(Liu Heqing)
咎文源,咎文源(Jiu Wenyuan)
张健佑,张健佑(Zhang Jianyou)
虞干,虞干(Yu Gan)
李玉声,李玉声(Li Yusheng)
史可夫,史可夫(Shi Kefu)
区达,区达(Qu Da)
高九龄,高九龄(Gao Jiuling)
萧家点,萧家点(Xiao Jiadian)
王昆,王昆(Wang Kun)
唐雯,唐雯(Tang Wen)
张庆奎,张庆奎(Zhang Qingkui)
孙吉,孙吉(Sun Ji)
张延,张延(Zhang Yan)
王慧娟,王慧娟(Wang Huijuan)
严寄洲,严寄洲(Yan Jizhou)
李玲君,李玲君(Li Lingjun)
王易,王易(Wang Yi)
吴绍炜,吴绍炜(Wu Shaowei)
刘锡林,刘锡林(Liu Xilin)
刘金乃,刘金乃(Liu Jinnai)
王明,王明(Wang Ming)
阿牛,阿牛(A Niu)
肖冷,肖冷(Xiao Leng)
顾兰君,顾兰君(Gu Lanjun)
周正,周正(Zhou Zheng)
陈焰,陈焰(Chen Yan)
王文娟,王文娟(Wang Wenjuan)
张立法,张立法(Zhang Lifa)
爱米勒·维莱尔勃,爱米勒·维莱尔勃(Billy Vilerbue (French))
马烽,马烽(Ma Feng)
刘冠雄,刘冠雄(Liu Guanxiong)
池海连,池海连(Chi Hailian)
肖凡,肖凡(Xiao Fan)
王昶,王昶(Wang Chang)
杜熊文,杜熊文(Du Xiongwen)
张弦,张弦(Zhang Xian)
陈希平,陈希平(Chen Xiping)
毛依恨,毛依恨(Mao Yihen)
安忠民,安忠民(An Zhongmin)
丁世廉,丁世廉(Ding Shilian)
尚宝信,尚宝信(Shang Baoxin)
七龄童,七龄童(Qi Lingtong)
裘凤,裘凤(Qiu Feng)
贾益三,贾益三(Jia Yisan)
谢洪才,谢洪才(Xie Hongcai)
李树翔,李树翔(Li Shuxiang)
佟大方,佟大方(Tong Dafang)
李德芳,李德芳(Li Defang)
王晓,王晓(Wang Xiao)
穷达,穷达(Qiong Da)
吴燕,吴燕(Wu Yan)
蔡国屏,蔡国屏(Cai Guoping)
陶世恭,陶世恭(Tao Shigong)
高孝先,高孝先(Gao Xiaoxian)
聂呈祥,聂呈祥(Nie Chengxiang)
胡蓉蓉,胡蓉蓉(Hu Rongrong)
黄婉秋,黄婉秋(Huang Wanqiu)
聂世祥,聂世祥(Nie Shixiang)
袁保丰,袁保丰(Yuan Baofeng)
景雪风,景雪风(Jing Xuefeng)
袁岳,袁岳(Yuan Yue)
吴致光,吴致光(Wu Zhiguang)
王和永,王和永(Wang Heyong)
孙振祥,孙振祥(Sun Zhenxiang)
张彦,张彦(Zhang Yan)
于振羽,于振羽(Yu Zhenyu)
薛彦东,薛彦东(Xue Yandong)
王世瑶,王世瑶(Wang Shiyao)
张彻,张彻(Zhang Che)
唐学芳,唐学芳(Tang Xuefang)
艾洪力,艾洪力(Ai Hongli)
农中南,农中南(Nong Zhongnan)
余绍海,余绍海(Yu Shaohai)
胡建风,胡建风(Hu Jianfeng)
李大义,李大义(Li Dayi)
山西晋南蒲剧院,山西晋南蒲剧院(Shanxi Jinnanpu Theater)
李瑞芝,李瑞芝(Li Ruizhi)
马紫云,马紫云(Ma Ziyun)
戴耘,戴耘(Dai Yun)
张征,张征(Zhang Zheng)
何建国,何建国(He Jianguo)
解洪元,解洪元(Jie Hongyuan)
方化,方化(Fang Hua)
徐永亮,徐永亮(Xu Yongliang)
胡万春,胡万春(Hu Wanchun)
张世奎,张世奎(Zhang Shikui)
王少英,王少英(Wang Shaoying)
朱斌,朱斌(Zhu Bin)
温亚奎,温亚奎(Wen Yakui)
顾少伯,顾少伯(Gu Shaobo)
周惠侬,周惠侬(Zhou Huinong)
向佩玲,向佩玲(Xiang Peiling)
傅清连,傅清连(Fu Qinglian)
杨蔚如,杨蔚如(Yang Yuru)
傅马潮,傅马潮(Fu Machao)
曹江,曹江(Cao Jiang)
叶怀青,叶怀青(Ye Huaiqing)
王元元,王元元(Wang Yuanyuan)
王娟红,王娟红(Wang Juanhong)
爱地江,爱地江(Ai Dijiang)
吴天芳,吴天芳(Wu Tianfang)
米家庆,米家庆(Mi Jiaqing)
陈燕,陈燕(Chen Yan)
卢俊福,卢俊福(Lu Junfu)
张长瑞,张长瑞(Zhang Zhangrui)
吴林荣,吴林荣(Wu Linrong)
徐振林,徐振林(Xu Zhenlin)
王健民,王健民(Wang Jianmin)
王声振,王声振(Wang Shengzhen)
新疆话剧团乐队,新疆话剧团乐队(Xinjiang Repertory Theater Orchestra)
王少舫,王少舫(Wang Shaofang)
孙铮,孙铮(Sun Zheng)
张伟秋,张伟秋(Zhang Weiqiu)
吴白甸,吴白甸(Wu Baidian)
杨肇林,杨肇林(Yang Zhaolin)
陈家林,陈家林(Chen Jialin)
钟文,钟文(Zhong Wen)
宋清湘,宋清湘(Song Qingxiang)
李怀禄,李怀禄(Li Huailu)
马熹,马熹(Ma Xi)
李小玲,李小玲(Li Xiaoling)
阿娃尼莎,阿娃尼莎(Avanesa (Uyghur))
孙锦,孙锦(Sun Jin)
石平,石平(Shi Ping)
陈家松,陈家松(Chen Jiasong)
