zhan huo zhong de qing chun;Wang Yan;Lu Zhuguo, Wang Yan;Wang Suya, Lin Nong, Ma Shida, Sun Xiaofei, Pang Xueqin, Zhang Hui, Ren Weimin, Zhang Juguang;Bao Yueqian (deputy director), Wang Qimin (photography), Zhang Yingletuan (band play), Yin Shengshan (conductor), Sun Shixiang (artist), Zhang Dichang (composing), Chen Wenyuan (recording)
liu shui huan ge;Lei Keng;Yan Zemin, Sun Mu;Han Deshan, Wu Yanshu, Zhang Jianyou, Zhang Yan, Liang Yin, Zhang Juguang, Li Xida, Guo Shutian, Cheng Chen, Xia Peijie, Zhao Baohua, Shi Kefu;Wang Lifu (deputy director), Zhang Yingletuan (band play), Gao Hongliang (composing), Yin Shengshan (conductor), Guo Zhenting (photography), Dong Ping (artist), Jiang Junfeng (recording)
qian shao;Erji Guangbudao (Mongolian);Zhou Jiuhu, Erji Guangbudao (Mongolian);Li Yalin, Ma Loufu, Yao Ying, Jin Lin, Li Yingju, Liu Ru, Zhang Qinzhen, Zhou Wenlin, Xu Liankai, Wang Chunying, Mang Yiping, Li Wanfu, Hou Jianfu, Shi Kefu, Ren Yi;Zhang Yingletuan (band play), Tao Shigong (stunt design), Wang Yuru (trick photography), Li Kewu (conductor), Lin Xuesong (composing), Liu Jinnai (art design), Li Huailu (photography), Wang Fei (recording), Lou Zhanghou (composing)
chen san liang;Wang Lan;;Zhang Xinfang, Zhao Zhian, Bai Yaquan, Dong Zhangming, Liu Shuyun, Liu Daode, Zhang Fengwu, Gong Mingyi, Han Fenglan;Wang Lei (photography), Zhang Yutian (music arranger), He Nanshengkaifengshiqujutuan (appearing), Tong Zongde (recording), Kai Fengshiqujutuanledui (band play), Liu Jinnai (artist)
shuai jing jia;Rong Lei;;Jiang Xiuan, Jiang Xiuyu;Gu Dexin (photography), Zhang Chunshidongbeidifangxidui (appearing), Bai Chongyan (music editor), Yuan Mingda (recording), Wang Liansheng (artist)
lin jia pu zi;Shui Hua;Xia Yan;Xie Tian, Han Tao, Cai Yuanyuan, An Ran, Yu Zhongyi, Zhao Ziyue, Di Li, Chen Shu, Zhang Liang, Zhou Senguan, Ma Wei, Liang Xin, Guo Bing, Lin Bin, Yu Lan, Feng Shun, Han Yan, Shao Hua, Ba Lihua;He Shide (composing), Ou Fan (deputy director), Li Gan (production manager), Xin Yingletuan (band play), Cai Jun (recording), Xie Tieli (deputy director), Shi Ping (production manager), Qian Jiang (photography), Chi Ning (artist), Feng Guangtao (conductor)
wu ming dao;Xie Tieli;Zhao Zhong, Du Bingru, Guan Shinan, Wang Kai;Li Baiwan, Li Lin, Li Mengyao, Zhou Senguan, Zheng Jianmin, Liu Shide, Gu Xiaoquan, Xing Rong, Zhao Wande, Fang Hui, Yan Zenghe, Chen Zhijian, Li Tang, Zhang Ping, Yu Qing;Zhang Xiande (art), Li Ning (composing), Liu Shida (recording), Yan Lengbin (conductor), Liu Hongwen (special effects art), Tie Luwengongtuanguanxianledui (band play), Zhang Qinghua (photography), Du Zi (production manager), Li Zhenduo (recording), Chen Yanxi (recording), Zhang Erzan (trick photography), Yu Qing (deputy director)
kuang deng;Li Enjie;Lin Yi, Cui Guoyin, Tian Runlin;Zhao Lian, Hong Niuniu, Wang Huaiwen, Yu Qiding, Wang Yuanlu, Hong Chenchen, Huang Fei, Wang Wu, Yang Jing, Ma Haixing, Yu Yang, Zhao Ziyue, Huang Zongjiang, Han Juqing, Han Yan, Ge Cunzhuang, Li Daqian, Zheng Baomin, Feng Shun, Li Jian, Ping Yuan, An Zhenjiang, Liu Zhao;Yang Yuhe (artist), Yang Jiming (Filming Director), Su Fei (deputy director), He Yun (production manager), Fu Yingjie (recording), Qin Pengzhang (Bandleader), Li Wenhua (photography), Zhang Lu (composing), Zhong Yanggewutuan (band play)
fei yue tian xian;Li Enjie;Chen Ge;Zhang Haoran, Zhou Senguan, Yu Yang, Wang Ren, Liu Chunlin, Cao Zengyin, Qin Wen, Zhang Liang, Han Juqing, Liu Jie, Li Ziping, Shi Meifen, Zhao Lian, Huang Huanguang, Guo Lai, Ye Huaiqing, Lin Dongsheng, An Zhenjiang, Zheng Jianmin, Ge Cunzhuang;Guan Mandong (consultant), Liu Hongwen (special effects art), Zhang Erzan (trick photography), Qiu Li (conductor), Liang Pu (consultant), Zhong Yangletuanjiaoxiangledui (band play), Li Weicai (composing), Ren Ying (deputy director), Li Delun (conductor), Gu Gong (lyricist), Ji Shaolan (production manager), Zhu Jinming (photography), Jin Maoqi (consultant), Fu Yingjie (recording), Yu Yiru (artist)
feng bao;Jin Shan;Jin Shan;Li Xiang, Jin Shan, Zhang Ping, Wu Xue, Shi Yu, Tian Hua, Lu Xi, Mei Xi, Feng Yifu, Wang Ban, Lu Fei, Yang Jing, Lin Dongsheng, Meng Qinghe, Wang Pei, Li Yaohua, Tian Long, Tan Ningbang, Bai Ruike, Wei Lida;Gu Derong (clip), Liu Hongwen (stunt design), Zhang Haishan (illumination), Shao Hua (deputy director), Zhang Erzan (trick photography), Qiu Li (conductor), Liu Chi (composing), Zhang Yisheng (deputy director), Zhong Yangletuanjiaoxiangledui (band play), Sun Hongkui (make up), Li Delun (conductor), Qin Wei (artist), Ji Shaolan (production manager), Zhu Jinming (photography), Chen Yanxi (recording)
qing chun zhi ge;Cui Wei, Chen Huaiai;Yang Mo;Xie Fang, Kang Tai, Yu Yang, Qin Yi, Yu Shizhi, Zhao Lian, Qin Wen, Zhang Yisheng, Ma Chenxi, Zhao Yurong, Han Yan, Ge Cunzhuang, Luo Jinlin, Sun Yueqin, Zhang Liang, Cao Zengyin, Shao Hua, Lin Dongsheng, Shi Kuan, Wang Renmei, Li Yunong, Huang Fei, Zhao Ziyue, Li Jianguo, Du Defu;Wang Zemin (recording), Tian Wei (deputy director), Zhong Yangletuanjiaoxiangleduihechangdui (band play), Sun Song (Fashion Design), Liu Chunlin (deputy director), Cai Jun (recording), Qiu Li (conductor), Fu Zhengyi (clip), Li Delun (conductor), Qin Wei (art), Sun Yuemei (make up), Zhao Xinming (illumination), Hu Qiming (executive-producer), Ju Xixian (composing), Nie Jing (photography)
huan tian xi di (1959);Xie Tian;;;Zhong Guotieluwengongtuanzajituan (appearing), Bei Jingxuanwuqushuaijiaozu (appearing), Zhong Guozajituan (appearing), Zhong Qingzajituanyishutuan (appearing), Zhan Shizajiyishutuan (appearing), Zhao Guoxing (production manager), Zhan Youwengongtuanzajiquyituan (appearing), Chen Fangqian (composing), Chen Guoliang (photography), Qin Wei (artist), Zhang Qinghua (photography), Zong Zhengwengongtuanjiyidui (appearing), Xin Yingletuan (accompaniment), Gao Hongtao (photography), Feng Guangtao (conductor), Chen Yanxi (recording), Yu Qing (deputy director)
shui shang chun qiu;Xie Tian;Yue Ye, Zhou Zheng, Xie Tian, Xu Xifan;Shu Shi, Luo Guoliang, Wang Yingfu, Qi Li, Zhao Ziyue, An Ran, Yu Yang, Shu Mai, Liang Yansheng, Ling Yuan, Li Jianguo, Guo Bing;Su Xia (composing), Lv Xianchang (recording), Wang Yunhua (recording), Zhao Guoxing (production manager), Chen Guoliang (photography), Huang Feili (conductor), Mu Xiangying (consultant), Shi Daqian (deputy director), Zhong Yangyinlexueyuan (band play), Shi Ping (production manager), Mo Renji (artist), Chen Yiyun (artist)
liang shi;Wei Rong;Pan Wenzhan;Zhang Ping, Qin Han, Wang Yunxia, Ge Cunzhuang, An Zhenjiang, Fang Hui, Du Defu, Xiong Saisheng, Yu Yang, Yan Zenghe, Liu Chunlin, Li Yunong, Zhou Senguan, Zheng Jianmin, Zheng Baomin, Feng Shun, Yu Qiding, Xing Rong, Cun Li;Zhang Xiande (art), Wang Zemin (recording), Liu Shida (recording), Liu Chunlin (deputy director), Du Zi (production manager), Cai Jun (recording), Li Wenhua (photography), Lu Min (selection)
bai feng chao yang;Chen Huaiai;;;Qin Wei (artist), Hu Qiming (production manager), Zhu Jinming (photography), Nie Jing (photography), Chen Yanxi (recording)
san ge mu qin;Xu Suling;Wu Saiwen;Wu Saiwen, Wang Shanqiao, Li Shoucheng, Xin Sha, Pei Zhuozhuo, Wang Qiang, Cheng Yingmei, Tao Zuijuan, Yan Hua, Qian Aili, Wang Meiyu, Lu Jusheng, Tang Wen, Wang Xueyan, Shen Shuofeng, Jin Jiuhong, Wang Yujun, Jiang Tian;Shang Yingletuan (band play), Wang Huimin (recording), Zhong Yongqing (artist), Liu Ruceng (composing), Zhu Chaosheng (clip), Zhang Guifu (photography), Chen Chuanxi (conductor)
lv zhou kai ge;Zhao Ming, Chen Gang;Wang Yuhu, Fan Yiping, Ling Songchun, Quan Kuanfu, You Suofu, Khteyev (Uyghur);Slakidin (Uyghur), Noor Mehmet (Uyghur), Tohudi Mullataji (Uyghur), Re Na, Tulan Kezi (Uyghur), Sai Erju, Suridang Mahmuti (Uyghur), Indir Kutruk (Uyghur), Hasan Yusuf (Uyghur), Urnisha (Uyghur), Chen Yingming, Turdi Musa (Uyghur), Aisham (Uyghur), Mehmet Yibulayin (Uyghur), Tuohudi Ezezi (Uyghur), Zunnunqiz (Uyghur), Tu Erxun, Memetjan (Uyghur), Jaurwas Khan (Uyghur), Pa Tanmu, Mehmet Kerim (Uyghur);Chen Zhenxiang (photography), Li Zhongzi (art), Ku Erban (composing), Gao Tian (composing), Hu Zhuoyun (art), Li Yinxiang (production manager), Zhou Hengliang (recording), Jiang Yusheng (production manager), Shang Yingletuan (band play), Liu Jintang (photography), Wang Dawei (assistant director), Zhang Xicheng (recording), Chen Xiangxing (clip), Zhang Changyuan (clip), Tian Zhigao (make up), Chen Chuanxi (conductor)
hao hai zi;Yang Xiaozhong;Wang Sujiang, Sun Zheng, Bu Jiali, Xiao Long, Zhang Qingfen, Mo Chou, Bai Lu;Chen Chaoying, Wu Limin, Hu Xiaodong, He Liji, Li Baoluo, Liu Jie, Liang Ming, Tong Yaming, Geng Xinyu, Jin Xiaojing, Xiang Mei, Zhang Yinjie, Mao Lu;Shang Yingletuan (band play), Chen Zhonghao (production manager), Yin Zi (assistant director), Wang Hanyong (make up), Chen Renjin (clip), Wu Ying (recording), Zhong Yongqing (artist), Xiang Yi (composing), Cao Weiye (photography), Chen Chuanxi (conductor)
nie er;Zheng Junli;Yu Ling, Meng Bo, Zheng Junli;Zhao Dan, Wang Bei, Deng Nan, Zhao Shuyin, Jiang Jun, Sun Yongping, Zhang Ruifang, Xia Tian, Gao Zheng, Han Tao, Huang Zongying, Hong Xia, Guan Hongda, Han Fei, Chen Shu, Gao Bo, Zhong Xinghuo, Zheng Min;Huang Shaofen (photography), Cai Shaoxu (singing), Qian Qianli (deputy director), Zhou Boxun (production manager), Ge Yan (music arranger), Wu Jianghai (recording), Meng Bo (music consultant), Zhu Chaosheng (clip), Li Yinghai (music arranger), Shang Yingletuan (band play), Liu Fuan (music arranger), Ren Guizhen (singing), Lin Fuzeng (matte), Wang Kun (singing), Luo Congzhou (photography), Le Yuhou (make up), Gao Zheng (production manager), Han Shangyi (artist), Chen Chuanxi (conductor)
huang pu jiang de gu shi;Zuo Lin;Ai Mingzhi, Chen Xihe;Wei Heling, Zhang Fa, Zhou Liangliang, Ji Qiming, Tan Yun, Chen Shu, Yang Hua, Lu Ke, Zhang Yi, Li Baoluo, Liu Fei;Zhang Dianyun (stunt design), Shang Yingletuan (band play), Chen Jinrong (recording), Ma Yonghua (trick photography), Ding Chen (artist), Xu Jin (production manager), Yu Zhongying (deputy director), Zhang Chun (clip), Wang Yunjie (composing), Xu Qi (photography), Yao Yongfu (make up), Chen Chuanxi (conductor)
jin tian wo xiu xi;Lu Ren;Li Tianji;Zhong Xinghuo, Li Baoluo, Wang Sujiang, Zhao Shuyin, Chen Shu, Gao Zheng, Ma Ji, Shangguan Yunzhu (French), Shi Yuan, Qiang Ming, Li Huanqing;Shang Yingletuan (band play), Zhang Xibai (artist), Shen Keqiang (make up), Zhang Chun (clip), Yan Bili (assistant director), Ma Zhicheng (executive-producer), Zhang Guifu (photography), Zhou Hengliang (recording), Shi Yongkang (composing), Jiang Haosheng (executive-producer), Chen Chuanxi (conductor)
wan zi qian hong zong shi chun;Shen Fu;Shen Fu, Ju Baiyin, Tian Nianxuan;Zhang Ruifang, Wang Yi, Huang Chen, Sun Daolin, Chen Lizhong, Zhi Shiming, Sha Li, Fan Xuepeng, Wang Sujiang, Gao Bo, Wen Xiying;Shang Yingletuan (band play), Zhu Jing (photography), Ding Chen (art), Shen Chuanti (clip), Mao Yinfen (assistant director), Miao Zhenyu (recording), Wu Chengyong (production manager), Zhou Menglei (make up), Wang Yunjie (composing), Fu Shuzhen (art), Chen Chuanxi (conductor)
xiang hai yang;Lin Yang;Cheng Jingshan, Zhang Daoya, Wu Wen, Tang Jian, Lin Yang;Wen Xiying, Liu Fei, Li Qizhen, Ren Shen, Yang Yuru, Wei Yuping, Han Tao, Gao Bo, Sun Yongping, Mao Lu, Gao Zheng, Liang Boluo, Zhang Yi, Shi Yuan;Zhao Huanzhang (assistant director), Chen Jinrong (recording), Wang Hanyong (make up), Chen Renjin (clip), Zhong Yongqing (artist), Gao Tian (composing), Kong Jicheng (trick photography), Jiang Yisu (stunt design), Shang Yingletuan (band play), Dai Xuyu (military adviser), Bi Likui (executive-producer), Cao Weiye (photography), Chen Chuanxi (conductor)
qiao lao ye shang jiao;Liu Qiong;Tian Nianxuan, Liu Qiong;Han Fei, Sun Jinglu, Yang Hua, Gao Yiyun, Feng Huang, Li Baoluo, Wu Yunfang, Chen Shu, Huang Naishuang, Ma Ji;Shang Yingletuan (band play), Qian Qianli (deputy director), Jin Longbao (executive-producer), Qiu Yiren (photography), Le Yuhou (make up), Xiang Yi (composing), Hu Zhuoyun (artist), Zhu Chaosheng (clip), Li Chongjun (photography), Liu Guangjie (recording), Chen Chuanxi (conductor)
lin ze xu;Zheng Junli, Cen Fan;Ye Yuan;Gao Zheng, Zhao Dan, Yang Hua, Tan Ningbang, Deng Nan, Wen Xiying, Wei Lida, Gao Bo, Xia Tian, Han Fei, Liang Shan, Li Yong, Jiang Rui, Qin Yi, Lan Gu, Qian Qianli;Huang Shaofen (photography), Wu Jianghai (recording), Lu Boqin (clothing), Wang Yunjie (composing), Zhu Chaosheng (clip), Shang Yingletuan (band play), Zhang Yushan (stunt design), Chen Zhonghao (executive-producer), Hu Dengren (art), Lin Fuzeng (matte), Le Yuhou (make up), Zhou Shimu (trick photography), Han Shangyi (art), Cao Weiye (photography), Chen Chuanxi (conductor)
lao bing xin zhuan;Shen Fu;Li Zhun;Cui Wei, Gao Bo, Gu Yelu, Zhong Xinghuo, Gao Yiyun, Han Tao, Wang Xin, Su Man, Hong Xia, Sun Yongping, Chen Shu, Cao Duo, Fan Lai, Wang Jun, Zhi Shiming, Chen Xian, Ji Guang, Ren Guangzhi;Tian Feng (deputy director), Shang Yingletuan (band play), Ge Yan (composing), Chen Xiangxing (clip), Tian Zhigao (make up), Lin Fuzeng (matte), Luo Congzhou (photography), Miao Zhenyu (recording), Hu Zhuoyun (art), Fan Lai (deputy director), Jiang Yusheng (production manager), Chen Chuanxi (conductor)
nv fu ma;Liu Qiong;An Huishengdierjiexiquhuiyananqingdiqudaibiaotuan, An Huishenghuangmeixijutuan;Yan Fengying, Wang Luming, Chen Wenming, Xiong Shaoyun, Zhang Yunfeng, Tian Yulian, Huang Fuying, Wang Shaofang, Pan Jingli;Shang Yingletuanminzuledui (band play), Qiu Yiren (photography), Chen Xiangxing (clip), Zhang Xibai (artist), Shen Keqiang (make up), An Huishenghuangmeixijutuan (appearing), An Huishenghuangmeixijutuanledui (band play), Li Chongjun (photography), Shi Bailin (conductor), Liu Guangjie (recording)
bai sui gua shuai;Xu Suling;Wu Baidian, Yin Chuan;Hua Suqin, Gao Xiuying, Jiang Jiankui, Hang Lintong, Wang Xiulan, Wang Meiyun, Fang Zhujun, Ren Guixiang, Shi Yufang, Jiang Jianfeng, Huang Fengwen, Zhang Ruiquan, Chen Lixiang, Lin Yulan, Lin Shuhua;Shang Yingletuan (band play), Chen Zhonghao (production manager), Shen Chuanti (clip), Tian Zhigao (make up), Huang Zuwen (log), Wang Wanquan (conductor), Wu Ying (recording), Chen Daqi (conductor), Jiang Sushengyangjutuanledui (band play), Han Shangyi (artist), Jiang Sushengyangjutuan (appearing), Xu Qi (photography)
sheng si pai;Zhang Tianci;Xiao Xiang;Wang Xiaozhi, Zhang Fumei, Liu Chunquan, Li Fuchu, Zuo Dabin, Yang Fupeng, Dong Shaohua, Zhuang Lijun, Dong Wuyan, Wu Shuyan, Zuo Baiyi, Xu Shaoqing;Gu Wenhou (photography), Li Yongming (composing), Zhang Guoquan (clip), Wu Qiwen (artist), Gao Linhai (make up), Hu Nanshengxiangjutuan (appearing), Lu Zhongbo (recording), Hu Shue (assistant director)
gang tie shi jia;Tang Xiaodan;Hu Wanchun;Qi Heng, Fan Xuepeng, Wang Qi, Er Lin, Shi Jiufeng, Zhang Yan, Jin Naihua, Wang Yongxu, Shi Shugui, Yu Fei, Chen Maolin, Shi Xilai;Shang Hailetuan (band play), Li Ping (make up), Shen Xiyuan (executive-producer), Shen Xilin (photography), Zhang Hanchen (artist), Lv Qiming (composing), Gong Zhengming (recording), Liang Tingduo (assistant director), Lan Weijie (clip), Chen Chuanxi (conductor)
chun man ren jian;Sang Hu;Ke Ling, Xie Junfeng, Sang Hu;Bai Yang, Wei Yuping, Zhong Shuhuang, Bai Mu, Wang Danfeng, Feng Xiao, Lou Jicheng, Wei Wei, Jiang Shan, Yue Lu, Zhu Sha, Zhang Hongmei, Zheng Min, Jiang Yifang;Shang Yingletuan (band play), Ji Ming (composing), Zhu Weigang (recording), Zhou Daming (photography), Xu Ziqiang (make up), Wang Jie (assistant director), Tao You (executive-producer), Zhu Jinshun (clip), Wang Yuebai (art), Chen Chuanxi (conductor)
sha mo zhui fei ji;Ge Xin;Ge Xin, Feng Zhe;Zhang Wenjia, Niu Wu, Cheng Zhi, Feng Zhe, Yu Mingde, Zhu Jun;Ding Li (executive-producer), Zhang Rongmei (make up), Lu Junfu (photography), Cao Youguang (trick), Shang Yingletuanjiaoxiangledui (band play), Chen Xi (clip), Cai Xileng (artist), Zhang Xinsheng (military adviser), Feng Zhe (deputy director), Shen Tiehou (composing), Lv Jinsong (recording), Chen Chuanxi (conductor)
di xia shao xian dui;Gao Heng;Xi Lide;Liu Angu, Gu Guo, Jiang Ziqiang, Kang Ansheng, Yao Jinshi, Zheng Min, Zhang Qingfen, Lin Bin, Hu Delong, Jiang Shan, Gao Xiaoou;Luo Jizhi (photography), Zhou Yunlin (recording), Shang Yingletuan (band play), Chen Chan (assistant director), Chen Mingzhi (composing), Chang Shouzong (composing), Lu Jingguang (artist), Chen Huifang (clip), Chen Yun (make up), Tao Kan (production manager), Chen Chuanxi (conductor)
xiang piao wan li;Fu Chaowu;Chen Jubin, Zhou Wenruo, Pang Shuxiang, Fu Chaowu;Wei Yuping, Mu Hong, Shangguan Yunzhu (French), Han Fei, Bai Mu, Shi Jiufeng, Yu Fei, Yu Chong, Jiang Yifang, Feng Xiao, Su Yin, Feng Huang, Jiang Shan, Xuan Jinglin;Ye Xiaozhu (assistant director), Xiao Zhen (stunt design), Chen Weicang (trick photography), Lu Lizhi (production manager), Xiao Peiheng (composing), Shang Yingletuan (band play), Huang Zhun (composing), Zhang Xiling (photography), Ni Yifei (make up), Wei Chunbao (clip), Yuan Qingyu (recording), Liu Fan (art), Chen Chuanxi (conductor)
di xia hang xian;Gu Eryi;Zhuo Qing, He Zepei, Wang Pengnian;Zhong Shuhuang, Qi Heng, Shi Jiufeng, Jiang Shan, Wang Qi, Zhou Yiqin, Yu Fei, Cheng Zhi, Yu Mingde, Lin Bin, Dong Lin, Zheng Min, Chen Shu;Zhang Dianyun (stunt design), Cha Xiangkang (photography), He Lu (deputy director), Wang Yi (composing), Wu Shumeng (clip), Gong Lianqing (recording), Zhu Jinshun (clip), Shang Yingletuan (band play), Li Ping (make up), Ma Yonghua (trick photography), Mo Huiqian (executive-producer), Wang Yuebai (artist), Chen Chuanxi (conductor)
chun feng yang liu;Cen Fan;Wang Ziqiang, Zhou Jie;;Zhang Linyi (composing), Shi Fengqi (photography), Huang Dongping (recording), He Ruiji (artist)
bao lian deng;Ye Ming;Li Zhonglin, Huang Boshou;Zhao Qing, Fu Zhaoxian, Chen Yunfu, Sun Tianlu, Fang Bonian, Chen Hua;Xu Jianyun (duty worker), Zhong Yangshiyangejuyuanwudaotuan (appearing), Dai Shengchao (trick photography), Bai Yuexiang (speaker), Xu Yunlong (matte), Zhong Yangshiyangejuyuanjiaoxiangletuan (band play), Zheng Shichun (conductor), Lu Liangzhi (camera mechanic), Dai Houming (photography assistant), Zhou Yunlin (recording), Wang Tiebin (make up), Zhou Futang (stage manager), Liu Deheng (field service), Li Zhijie (stunt design), Lv Wei (log), Sang Kezheng (props), Lu Jingguang (artist), Zhang Qingyun (clothing), Deng Yimin (assistant director), Jin Zhaoyuan (production manager), Feng Sizhi (photography), Lu Junfu (photography), Ma Hongxiang (clothing), Zhang Xiaohu (composing), Zhang Liqun (clip), Xu Yongliang (illumination), Shi Jinbiao (make)
zhui yu;Ying Yunwei;Ji Tichuangzuo;Qian Miaohua, Chen Lanfang, Wang Wenjuan, Zhou Baokui, Xu Huiqin, Xu Yulan, Zheng Zhongmei, Wei Xiaoyun;Jin Zhaoyuan (production manager), Dai Shengchao (trick photography), Zhang Liqun (clip), Ge Shicheng (artist), Shang Haiyuejuyuan (appearing), Ding Bohe (recording), Li Zhijie (stunt design), Ma Linfa (photography), Gu Zhenxia (composing), Fang Chuanyun (guide), Zhou Shimu (trick photography), Du Chunyang (composing), Ding Ran (deputy director), Deng Yimin (assistant director), Da Xu (make up)
xing xing zhi huo;Gu Eryi;Zong Hua, Liu Zongzhi;Xiao Aiqin, Gu Zhichun, Shen Renwei, Zhu Zhiming, Gong Zhonghao, Shen Xiamin, Ding Wane, Cao Jinhua, Jie Hongyuan, Shao Binsun, Xu Guohua, Zhu Huiqin, Xiang Peiling, Zhang Qing, Gu Ruifang, Xiao Huiqin, Lu Weiliang, Gu Liqun, Yang Yunxia, Gu Caiyun, Zhang Heting, Li Tingkang, Xia Fulin, Sun Yimin;Xiao Zhen (stunt design), Shang Hailetuan (band play), Cha Xiangkang (photography), Shang Haishirenminhujutuanledui (band play), Liu Fan (artist), Zhang Rongmei (make up), Chen Weicang (trick photography), He Lu (deputy director), Gong Jianqing (recording), Wu Shumeng (clip), Liu Ruceng (conductor), Shang Haishirenminhujutuan (appearing), Mo Huiqian (executive-producer), Chen Yun (make up)
jie ri ge wu;Ye Ming;Ye Ming;Er Lin, Shu Qiao, Feng Xiao, Xie Yibing, Wang Qi, Qiao Zhi;Cai Shaoxu (solo), Zhu Weigang (recording), Lu Chunling (solo), Wu Leyi (solo), Zhou Xiaoyan (solo), Si Tuhan (conductor), Tao You (executive-producer), Liang Tingduo (assistant director), Zhu Jinshun (clip), Yang Jiaren (conductor), Wang Kun (solo), Zhou Daming (photography), Xu Ziqiang (make up), Huang Yigou (conductor), Lu Jingguang (artist), Ju Xiufang (solo)
bu lao song;Fang Huang;Zhang Ming, Fang Huang;Zhang Fa, Wang Yi, Mo Chou, Jiang Guiying, Mu Hong, Qiu Deshun, Wang Yunzhen;Shang Yingletuan (band play), Yao Shiquan (photography), Zhang Xibai (artist), Gong Zhengming (recording), Gao Tian (composing), Chen Chuanxi (conductor)
an hui xi qu ji jin;Guo Yun;;Pan Jingxing, Xiong Shaoyun, Li Baoqin, Jiang Ronghua, Zuo Yunqian, Ding Yulan, Wang Jincui, Wang Min, Li Changxia, Gong Weiyi, Dong Sizhao;An Huishenghuangmeixijutuanledui (band play), Zhang Baoxuan (photography), Qiao Zhiliang (deputy director)
hui min zhi dui;Feng Yifu, Li Jun;Li Jun, Ma Rong, Feng Yifu;Li Po, Jia Liu, Hu Peng, Liu Jiyun, Wang Runshen, Li Huijian, Zhang Hengli, Zhang Zhang, Wang Xiaozhong, Yang Chengxuan, Meng Qingfang, Liu Jiang, Xie Wanhe, Zhang Huaizhi;Li Weicai (composing), Zhong Yangletuan (band play), Li Delun (conductor), Cai Jiwei (assistant photography), Wang Yin (stunt design), Gao Ruxing (composing), Guo Dazhen (recording), Zhong Yue (trick photography), Ming Xuan (executive-producer), Xu Run (artist), Yang Sen (editing), Cao Jinyun (photography)
jiang shan duo jiao;Wang Ping;Wang Yun, Huang Zongjiang;Tian Hua, Li Yan, Tao Yuling, Yu Chunmian, Qu Yun, Huo Deji, Zhao Xuemin, Zhou Zhengyu, Wang Peiran, Ling Yuan, Li Zhanghua, Liu Lei, Shi Cunyu, Bao Mengmei, Liu Bingzhang, Zhang Fan, Yuan Xia, Zhang Shanfu;Xue Boqing (photography), Yang Qingwei (deputy director), Gu Dexian (deputy director), He Ru (trick photography), Gao Ruxing (composing), Wang Ying (production manager), Ma Yutao (solo), Tong Xiangtian (stunt design), Zhan Shigewutuanhechangdui (chorus), Li Yan (recording), Li Xinmao (art design), Ma Wanliang (theater director), Xin Yingletuan (band play), Luo Yu (editing), Feng Guangtao (conductor), Meng Guibin (solo)
hai ying;Yan Jizhou;Lu Zhuguo, Zhang Yimin, Wang Jun, Wen Da;Wang Xingang, Wang Yi, Jing Limin, Wang Xinjian, Li Huijian, Li Xiaoqing, Wang Xiaotang, Zhang Yongshou, Huang Huanguang, Zhang Lianfu, Meng Qingfang, Li Po, Xing Jitian, Zhu Qi, Li Yiqing, Zhang Zhang, A Budu, Liu Jiang, Zhai Chunhua, Pang Wanling;Zhao Beiyuan (military adviser), Jing Mukui (deputy director), Cai Jiwei (photography), Xie Sizong (trick photography), Zhao Kai (production manager), Xu Chao (deputy director), Zhong Yangletuan (band play), Li Delun (conductor), Gong Mei (stunt design), Li Bojian (recording), Hua Bin (editing), Guo Fengyi (military adviser), Kou Honglie (artist), Li Hongquan (make up), Gong Zhiwei (composing)
wan shui qian shan;Cheng Yin, Hua Chun;Sun Qian, Cheng Yin;Lan Ma, Liang Yuru, Bai Erchun, Wang Chunsheng, Huang Kai, Chen Huiliang, Li Meng, Feng Guanghui, Liu Yimin;Chen Geng (composing), Wang Xizhong (modeling), Wei Linyue (assistant photography), Zhang Zheng (art design), Shi Leyang (composing), Zhong Yangletuan (band play), Li Delun (conductor), Liu Lun (art consultant), Lu Yaohai (military adviser), Chen Guoqiang (clip), Gao Hongtao (photography), Wu Hanbiao (recording), Zhang Fangqing (production manager)
lie huo zhen jin;Dong Zhaoqi;Shi Qingye;Zhao Ruping, Bai Gang, Shi Cunyu, Wang Lianhai, Chen Yu, Xu Wanzhi, Sang Ping, Wang Ying, Li Jiufang, Guan Shuzhen, Zhou Zhengyu, Qu Yun, Li Tingxiu, Cui Rongjiu;Cheng Liye (theater director), Ji Ming (photography), Xie Sizong (trick photography), Li Lin (recording), Mai Yi (artist), Ji Zhifeng (clip), Kou Jiwen (photography), Zhong Yangletuan (band play), Zhang Wenjun (conductor), Gong Mei (stunt design), Chen Daying (composing), Yuan Xian (deputy director), Zhang Kongfan (conductor)
wu duo hong yun;Hua Chun, Cha Lie;Collective creation represented by Cha Lie, Bi Yongqin;Wang Shan, Yu Xuecheng, Tao Hongying, Zhang Chunman, Liao Junxiang, Lin Chunhua, Bi Yongqin;Huo Xianwengongtuan (appearing), Wang Mo (editing), He Ru (trick photography), Zheng Qiufeng (conductor), Wei Linyue (photography), Ma Xunchao (stunt design), Zhang Zheng (artist), Yang Zhaoren (assistant photography), Tong Xiangtian (stunt design), He Baoding (recording), Wang Gongfu (trick photography), Zhong Guorenminjiefangjunzhanshigewutuan (appearing), Yan Bijun (make up), Zhou Fang (conductor), Zhang Fangqing (production manager)
