Key,Film Title,Year,Production,Type,Topic,Plot Summary
dian xing bao gao,典型报告,1958,Haiyan Film Studio,Artistic Documentary,10,某山区雪峰乡支部书记小杜为了响应大跃进的号召，计划将红花农业社的五亩水稻试验田提高到十亩，他以为这样就可以成为全县跃进的典型，不料在全县跃进大会上作典型报告时，却引起了哄堂大笑。县委张书记批评了小杜的自满情绪，并鼓励他依靠群众，多想办法。小杜回来后就发动群众上山找泉水，找到了久已干枯的龙潭泉眼。他又带着跃进两百亩的新指标到县里汇报，以为这下子可摘掉保守典型的帽子了，岂知更落后了，别的社规划已经不是几百亩，而是几千亩。他懊恼地回到红花社，立即召集各社社长开会，发动各社从红花社的龙潭泉引水改种水稻。这时，张书记来雪峰乡视察工作，启发小杜发动各社再次上山找泉水。与此同时，远近各社都传来找到泉水的捷报。不久，这里满山都种上了水稻。小杜应县委张书记的邀请，带着一万五千亩的新指标，去作典型报告。
chang qing shu,常青树,1958,Haiyan Film Studio,Artistic Documentary,0,上海某钢铁厂老工人洪永祥在疗养期间听到自己的生产班组产量下降的消息，提前出院回厂，帮助思想保守的顾师傅采用新的操作方法，改进烘钢炉，夺回了生产优胜红旗。为了响应市委{QUOTE}跃进再跃进{QUOTE}的号召，新进钢铁厂的洪师傅的小儿子明俊，提出轧钢机有十三道为什么只开九道，指出这就是保守。他的哥哥明德是轧钢车间主任，认为机器太陈旧，担负不了，以行政命令的方式阻碍了生产上的技术革新。洪师傅支持明俊的意见，批评了大儿子明德的官僚主义和保守思想，并向厂党委周书记提出改革轧钢机的建议。周书记支持洪师傅的大胆建议。为了突破技术难关，厂里成立了专门小组，由明德负责。在厂党委的支持和群众的帮助下，洪师傅解决了技术难关，使革新成功，实现了轧钢生产大跃进，他也被批准入党。
wang jiang ting,望江亭,1958,Haiyan Film Studio,Opera,3,恶少杨衙内借其父杨太尉之势，欲霸占年青寡妇谭记儿为妾。记儿不允，避至{QUOTE}清安观{QUOTE}内，为师父抄写经卷。观主白道姑的侄儿白士中新任檀州太守，途经{QUOTE}清安观{QUOTE}，与记儿一见钟情，结为夫妇。杨家父子得知，凭借取得的圣旨和上方宝剑，假造罪名，陷害白士中。记儿闻讯与白士中商议对策。当晚，记儿巧扮渔妇，来到停泊于{QUOTE}望江亭{QUOTE}杨衙内的船上，将杨衙内灌醉，取走圣旨和上方宝剑。{LINE_CUT}翌日，杨衙内来拿问白士中，因无圣旨和上方宝剑，被白士中以假冒钦差，调戏民女之罪，责打四十大板，收监问罪。
xia xiang yu gan jiao,下乡与赶脚,1958,Haiyan Film Studio,Opera,15,这是郑州市曲剧团下乡巡回演出的两个小戏。{LINE_CUT}《下乡》的内容是：罗子敬和李秀英是一对恋人。罗子敬下放到山楂村劳动锻炼，劝秀英一起下去，秀英不愿。经团小组的帮助，她才决定去山楂村。{LINE_CUT}罗子敬托村中刘老汉进城时帮他购买结婚用品，等秀英来结婚。{LINE_CUT}秀英下乡，路上巧遇刘老汉回村，二人同行。一路上老汉夸奖罗子敬下放后的表现，还告诉她，子敬就要结婚了。秀英误以为子敬爱上了别人。后来秀英向老汉说出自己的姓名，经过老汉的解说，才消除误会，两人高高兴兴地回到村里。{LINE_CUT}节目演完了，演员们和农民一起劳动。之后，他们离开公社，又来到建筑工地，为工人们演出了《赶脚》。{LINE_CUT}《赶脚》的内容是：赵家湾的赵老汉偷赶脚驴到城里去赚钱，正好遇到儿子的未婚妻李二妮从城里来赵家湾看望未见过面的公婆。二妮花了一块一毛钱雇赵老汉的脚驴，两人边走边说，从言谈中互相发觉了对方的身份，但都不愿直说。到赵家湾后，公媳相认，老汉觉得很惭愧，遂将毛驴赶往公社。{LINE_CUT}节目演完了，演员与工人们相互致谢祝贺。随后，剧团又赶到另外的工地、田头演出。
lan lan he dong dong,兰兰和冬冬,1958,Tianma Film Studio,Feature,4,兰兰和冬冬姐弟俩生活在上海的一个幼儿园里，他们的父母都在北京工作。父母惦记着孩子，要接孩子到北京上学，可是他们都因工作忙离不开，便委托上海铁路局把孩子送到北京。列车员郑大光和广播员小陶负责照顾两个孩子，一路上发生了许多有趣的事。火车到了南京，兰兰和冬冬帮助一位上错车的妇女下车，另一个列车员却误把他俩当作是那位妇女的孩子，将他们抱下了车。列车开动后，郑大光发现兰兰和冬冬不见了，立即乘轮渡赶回南京，找到了兰兰和冬冬，带着他们乘小汽艇从水路追上火车。火车到达北京后，爸爸临时有公务，不能去车站，妈妈到车站接孩子时，发现一名旅客的孩子得了疾病，陪送旅客带孩子去医院。郑大光和小陶放弃了看戏的机会，将两个孩子送到家。
san mao xue sheng yi,三毛学生意,1958,Tianma Film Studio,Feature,13,解放前，农村穷孩子三毛到上海谋生。起先，他跟着远房亲戚流氓老大学扒手，因为不忍心坑害别人，被赶了出来。继之，他又跟理发师学徒，手艺未学成，便被转送给算命卜卦的吴瞎子。{LINE_CUT}三毛不堪忍受吴瞎子的虐待，最后和一个有同样遭遇的小姑娘一起对吴瞎子进行了报复。之后，他们双双逃走，去寻找光明。
tie chuang lie huo,铁窗烈火,1958,Tianma Film Studio,Feature,3,解放前夕，上海发电厂青年工人、共产党员张少华打入黄色工会，与反动派展开斗争。党组织为了配合解放大军全面反攻，发起了支援{QUOTE}申九事件{QUOTE}的募捐活动。敌人为了破坏募捐活动，盗用张少华的名字，张贴出禁止募捐的布告，被张少华揭穿。接着，敌人又指使工贼姜阿六暗中在发电机上放铁屑，以破坏发电机的罪名，将张少华逮捕。敌人用尽各种酷刑，迫使他承认是共产党员，借以破坏共产党在群众中的威信，张少华宁死不屈。敌人又假造自白书，乘张少华受刑昏迷时，按上了他的手印。党组织揭穿了敌人的阴谋。狱中地下党组织负责人汤司令临刑前也给张少华以极大的教育和鼓舞；张少华又看到妻子阿琴在党培育下迅速的成长。这一切都更加坚定了他斗争的信心，在法庭上他揭露了敌人的阴谋，从而被敌人杀害。
da yue jin zhong de xiao zhu ren,大跃进中的小主人,1958,Tianma Film Studio,Feature,4,《服务》{LINE_CUT}在大跃进中，小红领巾到新华书店参加义务劳动，处处为顾客着想，向顾客推荐新书，下雨时还将雨伞借给顾客。{LINE_CUT}《小气象台》{LINE_CUT}一群爱科学的孩子，组成了气象小组，设立了小气象台，向同学们报告天气情况，但一连报告了几次都失败了，因而受到不少小朋友的批评。但他们并不灰心，在老师的帮助下，不断改善设施，终于掌握了复杂的气象科学。农业社请气象小组的孩子们到社里去观测天气，他们为支援农业大跃进做出了很有意义的工作。{LINE_CUT}《文化先锋》{LINE_CUT}某市郊区的孩子们在辅导员的领导下，积极参加农村的扫盲工作。他们开动脑筋想办法，在桥头、田间、食堂、住室，设立了文化岗。小明在家里也是个小老师，帮助妈妈很快地摘掉了文盲的帽子。孩子们在短短的八天时间里，扫除了八百多个文盲。{LINE_CUT}《少年工厂》{LINE_CUT}在农忙假期间，朱振华等七个中学生，为帮助农业社解决缺少肥料的困难，办起了颗粒肥料厂。在社长的支持下，他们参观国营肥料厂，改进生产工具，生产了很多颗粒肥料，帮助农业社解决了很大的困难，受到社长的表扬。
qian fang lai xin,前方来信,1958,Tianma Film Studio,Feature,4,志愿军永清的妻子申志兰，知道丈夫在朝鲜战场牺牲的消息后，悲痛万分。但她在党的教育下，从悲痛中坚强起来，她担心年老的婆婆经受不住这个打击，便将此噩耗暂时瞒起来，并以死去丈夫的名义编造假信，通过信向婆婆进行国际主义教育，提高了婆婆的思想觉悟。因此当婆婆后来知道儿子牺牲的消息时，坚强地经受住了这一打击，并化悲痛为力量，参加了赴朝慰问团，为抗美援朝作出了贡献。
bu gu niao you jiao le,布谷鸟又叫了,1958,Tianma Film Studio,Feature,10,某农业合作社青年突击队有个姑娘名叫童亚男，她能劳动爱唱歌，人们都叫她{QUOTE}布谷鸟{QUOTE}。青年王必好和申小甲都爱上了她。当申小甲知道{QUOTE}布谷鸟{QUOTE}与王必好相爱时，他为了别人的幸福，离开了{QUOTE}布谷鸟{QUOTE}去学开拖拉机。王必好是个狭隘自私的人，他妒忌{QUOTE}布谷鸟{QUOTE}跟大伙在一起，订下了几条约束{QUOTE}布谷鸟{QUOTE}的规定，阻止她去学开拖拉机。{QUOTE}布谷鸟{QUOTE}看透了王必好的灵魂，同他解除了婚约，与申小甲好起来。王必好通过团支书孔玉成对{QUOTE}布谷鸟{QUOTE}进行打击报复。党支部书记方宝山对此不闻不问。{QUOTE}布谷鸟{QUOTE}在复员军人、共产党员郭家林的支持和鼓励下，与之进行斗争，结果王必好和孔玉成受到了严肃的处理。{QUOTE}布谷鸟{QUOTE}和申小甲终于获得了幸福
qian nv nao hai,千女闹海,1958,Tianma Film Studio,Feature,12,在大跃进的日子里，浙江沿海的浪花和金星两个渔业社展开竞赛。浪花社的一批妇女打破常规，要求下海捕鱼。青年姑娘海菊是最坚决的一个，在党支部陆书记的支持下，她克服了种种困难，学会掌握轮机，使人们改变了认为妇女不能下海的旧思想。海菊带领妇女们下海捕鱼，使鱼的产量有很大提高，超额完成了任务。在评比大会上，浪花社获得了优胜，为渔业生产闯开了一条新的道路。
da feng lang li de xiao gu shi,大风浪里的小故事,1958,Tianma Film Studio,Artistic Documentary,0,《此路不通》{LINE_CUT}资本家王兴和与右派言论相共鸣，企图实行{QUOTE}定息二十年{QUOTE}和取消{QUOTE}公方代表{QUOTE}，在反右斗争中，受到严正的批判。{LINE_CUT}《旧恨新仇》{LINE_CUT}党提出整风号召后，右派分子张东曦乘机搜集材料，煽动对党不满的地富反坏向党进攻。先进的理发工作者赵玉山控诉了张东曦在解放前害死他父亲、解放后钻进政府里，对党和新社会进行污蔑的罪行。{LINE_CUT}《疾风劲草》{LINE_CUT}一九五七年整风运动开始后，华东大学的秦兆龙、高大昌利用大鸣大放机会，以反对统一分配学生为名，向党发动进攻，并鼓动学生去省委请愿，因而受到四年级学生、共青团员杨文英等的坚决反对。秦兆龙等对杨文英进行围攻，杨文英的好友金浩也由于认识不清，对杨文英进行批评。杨文英在党支部书记和同志们的支持下，与秦等进行了坚决的斗争。
huang bao mei,黄宝妹,1958,Tianma Film Studio,Artistic Documentary,12,影片以真人真事介绍了著名的全国劳动模范、纺织女工黄宝妹。影片主人公由黄宝妹自己扮演。{LINE_CUT}上海国棉十七厂纺织女工黄宝妹小组，在学习郝建秀的先进经验时，为了带动大家，主动用自己的好车子和张秀兰的不好使用的{QUOTE}老爷车{QUOTE}对调，在张秀兰认为没有办法减少断头和白花的机器上做出了优异的成绩，以自己的模范行为感化了思想落后的张秀兰，使小组成为先进经验的积极推广者。继之，黄宝妹从报上看到上棉七厂李素兰七天{QUOTE}消灭白点{QUOTE}的先进事迹后，又主动去参观学习。回来后，她经过几昼夜废寝忘食的思索，终于找到了{QUOTE}消灭白点{QUOTE}的接头方法。随后，她们小组提出半月消灭白点的倡议。在擂台上，杨桂珍小组提出一天消灭白点的保证，黄宝妹小组提出五小时消灭白点的保证。正当黄宝妹带领小组女工争分夺秒苦战时，杨桂珍来请黄宝妹教{QUOTE}消灭白点{QUOTE}的方法。黄组的夏佩芳怕竞赛红旗被对方夺去，反对黄宝妹去传授经验。黄说服了夏佩芳，前往杨桂珍小组传授经验，结果不但没有影响自己小组的计划，反而在四个半小时里提前完成了消灭白点的任务。黄宝妹还帮助杨桂珍小组超过了自己的组。接着，她在党支部和小组同志的支持和帮助下，又创造了{QUOTE}逐锭检修{QUOTE}法，从而当选为全国劳动模范，光荣地出席了党的八大会议。
20 tian ge ge ming,20天革个命,1958,Tianma Film Studio,Artistic Documentary,13,在大跃进年代，上海前进机器模型厂落后的手工操作远远赶不上生产的需要，尽管工人们不分日夜地工作，仍完不成任务。区委指示一定要开展技术革新运动。厂长龚立群带着大家到江南造船厂去参观，从而开阔了眼界。回来后，青工孔明在厂长龚立群的鼓励和支持下，克服了种种困难，终于试制成功了电动锯，鼓舞了大家搞技术革新的信心。之后，厂里成立了十二个技术革新小组，连原来思想落后的工人董志魁也报名参加了技术革新小组。经过二十天的奋战，使全厂生产改为半机械化。
ying xiong gan pai ke,英雄赶派克,1958,Tianma Film Studio,Artistic Documentary,3,上海华孚金笔厂职工在大跃进形势鼓舞下，提出在二年到四年的时间内，使该厂生产的{QUOTE}英雄{QUOTE}牌钢笔赶上美国{QUOTE}派克{QUOTE}笔的质量。一天，一个英国记者前来参观，带着傲慢的神情嘲笑华孚厂提出的口号根本实现不了。该厂思想保守的技术员也担心赶不上{QUOTE}派克{QUOTE}，让外国资本家讥笑。经过两个多月的努力，{QUOTE}英雄{QUOTE}笔已有四项指标赶上了{QUOTE}派克{QUOTE}笔。在擂台大会上，厂长向兄弟厂提出展开友谊竞赛，提出用二十五天的时间，使{QUOTE}英雄{QUOTE}笔的质量赶上{QUOTE}派克{QUOTE}。为达此目的，全厂职工争分夺秒，挑灯夜战。{LINE_CUT}在最重要的漏水、出水和包金三项指标上，青年技术员小魏和老工人胡师傅一起进行数十次的试验，在党支部书记的鼓励和社会上各方面的支援下，终于在规定期限里完成了任务。赶上{QUOTE}派克{QUOTE}的{QUOTE}英雄{QUOTE}笔在上海市工业双比展览会上展出时，前来参观的那个英国记者，开始难以置信，但在事实面前他不得不承认{QUOTE}这真是难以相信的奇迹{QUOTE}。
zhong yao de yi ke,重要的一课,1958,Tianma Film Studio,Artistic Documentary,12,过去，我国各种仪表上用的锰铜丝一直依靠从西德进口。后来由于帝国主义的经济封锁，货源中断，仪表生产面临着极大困难。上海仪表厂的总工程师和管理科杨科长，虽然很焦急，但想不出方法来。在大跃进中，上海一个里弄小厂同仁合金厂的职工提出苦战二十天，自制锰铜丝，并要在质量上赶上西德。工人们日以继夜，一遍又一遍地进行试验。青年工人小杜、青年技术员小梅和朱工程师废寝忘食，苦战十二昼夜，终于找到了操作技术上的关键问题，从而掌握了锰的性能，试制出了第一批锰铜丝。当小杜和朱工程师拿着新生产的锰铜丝，去找仪表厂的总工程师化验是否符合规格时，总工程师认为他们的操作方法缺乏理论根据，不合乎科学法则，拒绝化验。小杜和朱工程师去两处小化验室化验，结果一个说好，一个说不好。之后他们就去找杨科长，杨将同仁厂生产的锰铜丝说成是进口的库存旧品，请总工程师化验。化验的结果，完全合格，并且质量超过西德。这时，杨科长才将真情告诉总工程师，从而给总工程师上了{QUOTE}重要的一课{QUOTE}。
liang ge ying ye yuan,两个营业员,1958,Tianma Film Studio,Artistic Documentary,6,洋湖镇供销社为了支援农业生产大跃进，下放一批店员深入乡村去工作。营业员小周和老李被下放到一个偏僻的乡村供应点。两个人由于对工作的看法不同而发生了矛盾。后来经过事实的教育，小周认识到自己的错误，安心了农村的工作，并且经常挑着货郎担到田头和群众的家门口去叫卖货物。
gang hua bian di kai,钢花遍地开,1958,Tianma Film Studio,Artistic Documentary,10,一九五八年，福州机器厂工人积极响应省委大炼钢铁的号召，在党支部的领导下，青年工人郑依三、吴小秋等成立了炼钢小组。他们建起了小高炉，修好鼓风机，冲破技术上的种种困难，终于用土办法炼出了福建省有史以来的第一炉钢，打破了人们对炼钢的神秘观念。之后，全省各行各业都开展起大炼钢铁运动。厦门中学的学生，用土办法建起了土高炉，用三个破风箱代替鼓风机，苦战一昼夜，炼出了钢，接着又办起炼钢厂。街道家庭妇女用坩锅也炼出了钢。保卫海防的解放军战士，用敌人的炮弹壳炼出了钢，并将这一消息印成宣传品，装在炮弹里，射向敌岛。全省有五十万人投入大炼钢铁和找矿的行列，土高炉成群成批的出现，从而掀起了一个大炼钢铁的高潮。
ni zhui wo gan,你追我赶,1958,Tianma Film Studio,Artistic Documentary,8,一九五八年，浙江省海盐县的平川、海湾两个乡，展开生产竞赛。海湾乡的自然条件比不上平川乡，但海湾乡九社的副社长周耕香是生产能手，在全乡干部会议上，她建议把海湾乡的大河黄金港抽干，挖掘河泥积肥，得到海湾乡夏书记的支持。海湾乡的妇女在周耕香的带动下，个个干劲冲天。而平川乡的刘书记由于满足于自身的成绩，没有订出更先进的措施，因此在比赛的第一个回合，海湾乡夺走了红旗。刘书记接受了教训，把原来不参加劳动的妇女都动员起来了，加上好的自然条件，在比赛的第二个回合，夺回了红旗。不久发生了旱灾，平川乡刘书记搞电力灌溉。由于买不到发电机，没能搞成。但他仍坚持搞下去，在群众的大字报和县委的批评下，才停掉电力灌溉工程，全力投入抗旱。海湾乡发动群众，用土办法大搞平原水库，战胜了干旱，粮食获得大丰收。最后，两乡合并，成立了人民公社。
hai shang hong qi,海上红旗,1958,Tianma Film Studio,Artistic Documentary,2,我国自制的五千吨海轮{QUOTE}和平{QUOTE}号远航后返归上海，需要进船厂整修。船员们在大跃进形势的鼓舞下，决定自己修船，原定需要十五天时间修好，他们只用了五天就把船修好了。{QUOTE}和平{QUOTE}号满载着货物，和一艘英国万吨巨轮在海上展开了竞赛。开始，英国商船一直领先，{QUOTE}和平{QUOTE}号上的工作人员非常紧张，后来轮机长在随船的海运局党委唐书记的支持下，扭紧了安全阀，提高了船速，{QUOTE}和平{QUOTE}号终于赶上并超过了英国万吨巨轮。
xin an jiang shang,新安江上,1958,Tianma Film Studio,Artistic Documentary,1,《秦虎子与闷葫芦》{LINE_CUT}外号叫秦虎子的秦雨三，与外号叫闷葫芦的闵管中，都是年青的风钻工，这两个好朋友，在新安江发电站建设工地上是竞赛对手。秦虎子是工地上的一等风钻手，刷新过好几次纪录，可是后来却被闷葫芦赶了过去，他心里很不痛快。闷葫芦把这事看在眼里，第二天声称助手有病，要秦给他当助手，好乘机让秦了解他的操作方法。在打炮眼的过程中，秦看到闷葫芦采用的先进操作方法，恍然大悟。回去后不仅采用了闷葫芦的先进操作法，而且还对风钻机进行了技术革新，从而又超过了闷葫芦创造的新纪录。{LINE_CUT}《老李师傅》{LINE_CUT}新安江发电站建设工地上的女钻探工李莲香，在劳动竞赛中乐于助人。一次，李莲香小组与高世才小组展开红旗竞赛，高世才小组的电线突然断了，一时供不上电。高认为输定了，没想到李停下钻机，将高世才小组电源接到自己的机器上，这使高很受感动。竞赛结果，李超过高，另外一个小组虽然超过李，可是在发奖大会上，李莲香小组却获得红旗。{LINE_CUT}《东风楼》{LINE_CUT}新安江发电站建设工地{QUOTE}东风楼{QUOTE}工程安装总指挥童明江，为了提前完成{QUOTE}东风楼{QUOTE}的安装工程，提出五天完工放卫星。副科长吴晓希望多两天，好留个退路。这时，工程局又将大吊车调走支援外地，给施工更增加了困难。童发挥群众的智慧，采用两台吊车空中递换的操作方法，使安装工程按期完成。思想保守的吴晓也受到一次深刻的教育。
zhen zhu ji,珍珠记,1958,Tianma Film Studio,Opera,13,高文举赴京投考，临别时其妻王金贞将珍珠捣开与文举各藏一半，并嘱咐文举莫忘夫妻情。文举中了状元，被温阁强招为婿。文举有苦难言，遂写信给金贞。不料事被温阁知道，私自将文举的信改成休书。金贞见休书不是文举的笔迹，认为文举不会忘恩负义，决意来京弄清真伪。{LINE_CUT}温阁之女温金婷知道金贞是文举的前妻，便给她加上冒认丈夫的罪名，将她毒打一顿，罚在后花园浇花打扫。{LINE_CUT}中秋节之夜，文举想吃家乡的团圆米果，同情金贞的老女仆让金贞代做米果，文举吃米果时发现其中有半颗珍珠，忙取出身边的半颗一对果然符合，猜想金贞一定来到京城，焦虑异常。金贞在窗外见此情景，奔到室内与文举相会。文举叫金贞连夜逃出温府向包拯相告状。经包拯查明，定了温阁父女仗势欺人之罪，文举与金贞共庆团圆。
liu jie mei,刘介梅,1958,Tianma Film Studio,Opera,11,翻身农民刘介梅在旧社会三代讨饭，土改时冲锋陷阵，入了党，日子过得一天比一天好。没料到他们夫妻俩贪心不足，竟瞒着父亲刘老汉向外卖青苗，收利钱。政府颁布了统购统销政策，刘介梅夫妻又因父亲多报了余粮，与父亲争吵。{LINE_CUT}村里成立了农业合作社，刘老汉首先提出入社要求。刘介梅认为组织合作社的条件不成熟，并在区干部扩大会议上宣传统购统销逼得人没有办法过活，农民愈来愈穷困等等。群众批评了他的错误思想，认为他忘了本；刘老汉用以前讨饭的破衣物，引导儿子回忆过去的苦；区委苏部长也对刘介梅进行个别帮助，终于使他认识了错误，转变过来。
lin chong,林冲,1958,Jiangnan Film Studio,Feature,5,一天，东京八十万禁军教头林冲，带了娘子张贞娘到庙里进香。太尉高俅之子高衙内乘林冲不在，调戏贞娘。林冲赶到，见是高衙内，忍气吞声，带回贞娘。之后，高衙内设下圈套，将林冲骗进商议军机大事的白虎堂，以带刀进府行刺之名，将林冲发配沧州充军。林冲好友陆谦奉高俅之命，买通解差，要在野猪林结果林冲性命，幸得鲁智深相救。鲁智深劝林冲投奔梁山泊农民起义军，林冲一心只念刑满还乡，不肯落草，鲁智深只得伴送他至沧州。自林冲发配后，高衙内企图强取贞娘，贞娘不从，自刎殉节。林冲被发往草料场看管草料，陆谦赶到，放火烧草料场，谋害林冲，岂料林冲因避风雪，在山神庙过宿，得以幸免。待陆谦来至庙前，林冲遂将陆刺死。他在走投无路的情况下，投奔了梁山。
liang ge xun luo bing,两个巡逻兵,1958,Jiangnan Film Studio,Feature,9,在我国南部边防线上，有两个巡逻兵，一个是汉族老战士马长根，一个是参军不久的傣族战士小岩，他们俩很要好。一天晚上，两个人在一起巡逻，马长根由于麻痹大意，在巡逻时点火吸烟，被特务发现，尾随着巡逻队偷越了国境。恰巧小岩的爷爷老摆龙在森林中打猎，开枪打死了特务。事后小岩批评马长根违反纪律的行为，马长根认为小岩有意和自己过不去，俩人因此而闹翻。又一天晚上，发现了空降特务，吴队长领一队巡逻兵到林中搜查，马长根把守交通要道时，又将化装成傣族老太婆的特务杨国才放走。马长根因此受到处分，调到炊事班工作。在炊事员老宋等人的帮助下，他认识了错误。后来，马与小岩配合边防军，擒住特务杨国才，两人也重归于好。
miao jia er nv,苗家儿女,1958,Jiangnan Film Studio,Feature,2,苗族复员军人卡良回到家乡，发现自己所爱的姑娘迈香已嫁给社主任春亮，他十分痛苦。卡良的妈妈卡咪是党支书，她勉励儿子要坚强起来，社秘书却乘机破坏他和春亮的关系。卡良提出垦荒种田、开采森林、疏通河道的建议。春亮轻信社秘书的谗言，误会卡良有意和他作对，极力阻挠。卡咪、迈香及全体社员一致拥护卡良的建议。卡良识破了社秘书的恶毒用心，带领群众经过一场苦干，疏通了河道，完成了粮食增产计划。政府逮捕了违法的社秘书，春亮在党的教育下，认识了自己的错误。
wu ming ying xiong,无名英雄,1958,Jiangnan Film Studio,Feature,12,上海解放前夕，我地下党为配合解放大军渡江，计划策动国民党海军起义。地下工作人员林唯实、陈志航等打入敌人内部，通过敌王司令的女仆小凤，搞到了敌军长江布防计划，并决定策动敌海军主力舰{QUOTE}长虹{QUOTE}号起义。林唯实、陈志航与{QUOTE}长虹{QUOTE}号上的地下党员傅亮，做舰上水兵的工作。他们的活动引起了敌人的怀疑，林唯实化装逃脱，陈志航受到敌人暗中监视，傅亮被关禁闭。在{QUOTE}长虹{QUOTE}号将要开拔去打内战的前夕，林唯实、陈志航等策动{QUOTE}长虹{QUOTE}号起义成功。
lu ban de chuan shuo,鲁班的传说,1958,Jiangnan Film Studio,Feature,6,鲁班是我国春秋战国时代的一位巧匠，是传说中的{QUOTE}木匠之祖{QUOTE}。他周游南北，一日路经四川某地，见河面上正在建造一座大石桥。造桥的赵掌墨师骄傲自满，设计方面有了毛病，桥身不能合拢。鲁班凿了一块大石头，送给了快要出嫁但还没有一件新衣裳的穷姑娘翠儿。在石桥合拢的紧急关头，翠儿将石头献了出来，桥造成了，翠儿也有了嫁妆。江南某地造宗庙，规定要用黄荆树做正梁，朱砂石做亭盖。造庙的张掌墨师为此很愁苦。鲁班创造{QUOTE}鲁抬梁{QUOTE}和{QUOTE}土堆亭{QUOTE}的办法，使宗庙得以造成。之后，皇帝要在宫城里造四座角楼，规定每个角楼必须有九根梁、十八根柱、七十二条脊。许多设计建筑的掌墨师对此都无能为力，皇帝残暴地一连杀了七个著名的掌墨师。这项工程落在年轻的李掌墨师身上，他也毫无办法。鲁班激于义愤，经过几个昼夜苦思探索，完成了角楼的设计。他让一个名叫巧儿的姑娘按设计尺寸，用麦秸编成一个蝈蝈笼子，送给李掌墨师。李掌墨师由此得到启发，将角楼建成了。
san ba he bian,三八河边,1958,Jiangnan Film Studio,Feature,2,安徽宿县某农村妇女陈淑贞，响应党的号召，参加了农业互助组后，当她看到还有一些妇女和缺少劳动力的人家还留在组外时，便在指导员杨德丰的支持下，退出原来的互助组，和一些没有组织起来的妇女成立了{QUOTE}三八{QUOTE}互助组。她们没有耕牛，便凑钱买耕牛，翻地种麦。不料在麦苗生长期间，遭到霜冻。别的互助组把麦苗犁掉改种杂粮。陈淑贞互助组遵照上级指示，浇水救苗，救活了麦苗，使小麦获得丰产。一次，互助组因互助干活发生了纠纷。陈又组织大家办农业生产合作社，并被选为社长。合作社成立的第一年，就遇到特大水灾，庄稼被水淹了。陈带领大家排水抢种，经过七淹七种，终于获得了空前的大丰收。五七年反右运动中，陈又与社长周夏路破坏统购统销的行为进行斗争，坚持将全部余粮卖给国家。之后，又领导农民大搞河网化，挖沟开渠，根治旱涝灾害，把旱地变成水田。最后，在她领导下又成立了人民公社。
ai chang ru jia,爱厂如家,1958,Jiangnan Film Studio,Artistic Documentary,5,在大跃进的热潮中，上海石粉厂生产的产品供不应求。厂长刘国荣积极动员工人们破除迷信，大闹技术革新，提高产量，满足市场的需要。厂里的土工程师彭师傅提出改革磨粉机的建议。墨守陈规的职员盛家海认为机器已经破旧不堪，改革缺乏理论根据。刘厂长积极支持彭师傅的建议，将磨粉机翻修改装。第一次试车失败了，盛认为得不偿失，影响正常生产，要求放弃试验。在区工业部长的鼓励下，他们找出失败的原因，使改革获得成功。继之，职工们又自己动手盖工房、宿舍。就连原来作风大手大脚的盛家海，也学会了精打细算、勤俭办厂。在{QUOTE}双反{QUOTE}(即反贪污、反浪费)运动中，该厂又提出了更先进的指标，与百年大厂中国造船厂挑战。
di yi lie kuai che,第一列快车,1958,Jiangnan Film Studio,Artistic Documentary,7,在大跃进中，上海铁路管理局机务部门为了加速和超额完成运输任务，主张提高列车过岔速度。工务部门于段长思想保守，为了确保安全，不同意提高速度。工务段养路工老高等，曾看到过列车在某种道岔上超速行驶，并未发生事故，他们根据多年的实际经验，提出保证列车高速行驶的建议。于段长和总工程师认为他们的经验不是普遍现象，找不到理论根据。由此展开了先进与保守的思想斗争。后来于段长在党的教育和工人的批评下，克服了保守思想，经过调查研究和实地测定，向路局提出将过岔速度提高到弯路每小时45公里，直路90公里的更先进指标，超过了机务部门提出的40—80公里的先进指标。最后，在机务部门、工务部门的共同努力下，由上海开往南京的第一列快车，在跃进的时间内，又提前七分钟到达南京。
xiao fang zhi ge,消防之歌,1958,Jiangnan Film Studio,Artistic Documentary,11,一个冬天的夜晚，某工厂仓库起火，消防队得到警报后，头车闻警开出。二车是部三十多年的老车子，一时发动不起来，迟到了几分钟。事后，二车陆队副在群众的帮助下，改进消防技术，发明了救火车自动发动器，提高了工作效率。
wo long hu,卧龙湖,1958,Jiangnan Film Studio,Artistic Documentary,1,一九五六年春天，淮北卧龙湖地委书记徐德群，请来水稻专家李安邦，帮助卧龙湖畔某公社副主任张定国治理卧龙湖，种植水稻。社主任张朝两、张自云反对，从资金、劳动力方面故意刁难。但群众对此积极支持，村里有名的王凤云、张玉兰、朱翠珍三姊妹带头报名参加了突击队。没有抽水工具，张定国卖掉自家的小猪买来了水车。开始由于缺乏经验，水田存不住水，社主任张朝两、张自云下令停止试验。区委徐书记批评了他们的错误。经过四夜苦战，填了漏水的地洞。正当青苗苗壮成长时，遇到了连日干旱，张定国带领社员车水抗旱。继之，又遇到大雨，发生涝灾，张定国和李安邦不顾危险跳入水中，打开闸门，排出了积水，使水稻获得了大丰收。第二年，张定国提出大规模改种水稻的计划。经过努力，终于实现了河网化，把早、涝成灾的卧龙湖，变成能种植水稻的丰产田。
